+----------+-----------------------------+-------------------+---------------------+-------------------+-------------------+--------------+--------------+------------------+
|Date      |Time                         |Global_active_power|Global_reactive_power|Voltage            |Global_intensity   |Sub_metering_1|Sub_metering_2|Sub_metering_3    |
|16/12/2006|2025-10-05T17:43:00.000+08:00|0.3306174180698896 |0.0                  |0.4084006462035544 |0.3360995850622407 |0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:44:00.000+08:00|0.5267065000905305 |0.0                  |0.3066235864297255 |0.5228215767634855 |0.0           |0.0           |0.5161290322580645|
|16/12/2006|2025-10-05T17:45:00.000+08:00|0.690747782002535  |0.0                  |0.25137318255250396|0.6846473029045643 |0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:46:00.000+08:00|0.6291870360311426 |0.0                  |0.2911147011308567 |0.6307053941908715 |0.0           |0.0           |0.5161290322580645|
|16/12/2006|2025-10-05T17:47:00.000+08:00|0.4615245337678799 |0.0                  |0.35508885298869153|0.4522821576763486 |0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:48:00.000+08:00|0.3981531776208583 |0.0                  |0.37996768982229445|0.39834024896265563|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:49:00.000+08:00|0.2871627738547891 |0.0                  |0.43489499192245556|0.27800829875518673|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:50:00.000+08:00|0.28607640774941157|0.0                  |0.4084006462035544 |0.27800829875518673|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:51:00.000+08:00|0.2853521636791599 |0.0                  |0.4006462035541195 |0.27800829875518673|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:52:00.000+08:00|0.28806807894260367|0.0                  |0.39709208400646245|0.28215767634854777|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:53:00.000+08:00|0.28082563824008694|0.0                  |0.390306946688207  |0.27385892116182575|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:54:00.000+08:00|0.23936266521817856|0.0                  |0.383198707592892  |0.23651452282157678|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:55:00.000+08:00|0.33333333333333337|0.05467625899280576  |0.35444264943457165|0.3360995850622407 |0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:56:00.000+08:00|0.3862031504617056 |0.06474820143884892  |0.34151857835218147|0.37759336099585067|0.0           |0.0           |0.5161290322580645|
|16/12/2006|2025-10-05T17:57:00.000+08:00|0.4015933369545537 |0.0                  |0.33667205169628467|0.39419087136929465|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:58:00.000+08:00|0.3604924859677711 |0.14388489208633096  |0.3709208400646207 |0.3609958506224067 |0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T17:59:00.000+08:00|0.21691109904037661|0.041726618705035974 |0.4439418416801293 |0.21161825726141084|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T18:00:00.000+08:00|0.2456998008328807 |0.12949640287769784  |0.46268174474959656|0.24066390041493782|0.0           |0.0           |0.5806451612903226|
|16/12/2006|2025-10-05T18:01:00.000+08:00|0.23067173637515845|0.10359712230215827  |0.48465266558966047|0.2240663900414938 |0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T18:02:00.000+08:00|0.24407025167481441|0.08489208633093526  |0.4872374798061391 |0.23651452282157678|0.0           |0.0           |0.5483870967741935|
|16/12/2006|2025-10-05T18:03:00.000+08:00|0.3317037841752671 |0.07769784172661871  |0.4436187399030698 |0.3360995850622407 |0.0           |0.2           |0.5806451612903226|
|16/12/2006|2025-10-05T18:04:00.000+08:00|0.43925402860764085|0.14532374100719425  |0.3815831987075928 |0.43153526970954365|0.0           |0.4625        |0.5161290322580645|
|16/12/2006|2025-10-05T18:05:00.000+08:00|0.5410103204780011 |0.13812949640287772  |0.31437802907916035|0.5394190871369295 |0.0           |0.4625        |0.5483870967741935|
|16/12/2006|2025-10-05T18:06:00.000+08:00|0.6043816766250227 |0.13381294964028778  |0.2882067851373186 |0.5975103734439835 |0.0           |0.45          |0.5483870967741935|
|16/12/2006|2025-10-05T18:07:00.000+08:00|0.579214195183777  |0.10359712230215827  |0.2794830371567044 |0.5726141078838175 |0.0           |0.4625        |0.5161290322580645|
|16/12/2006|2025-10-05T18:08:00.000+08:00|0.5641861307260547 |0.08345323741007195  |0.29240710823909555|0.5560165975103735 |0.0           |0.45          |0.5483870967741935|
|16/12/2006|2025-10-05T18:09:00.000+08:00|0.3972478725330437 |0.09784172661870505  |0.37027463651050085|0.39004149377593367|0.0           |0.4625        |0.5161290322580645|
|16/12/2006|2025-10-05T18:10:00.000+08:00|0.3005612891544451 |0.10647482014388489  |0.42003231017770576|0.3070539419087137 |0.0           |0.275         |0.5806451612903226|
|16/12/2006|2025-10-05T18:11:00.000+08:00|0.2728589534673185 |0.10935251798561152  |0.4481421647819062 |0.28215767634854777|0.0           |0.15          |0.5483870967741935|
|16/12/2006|2025-10-05T18:12:00.000+08:00|0.33079847908745247|0.10359712230215827  |0.40646203554119564|0.3360995850622407 |0.0           |0.3375        |0.5483870967741935|
|16/12/2006|2025-10-05T18:13:00.000+08:00|0.20206409560021726|0.11510791366906475  |0.4597738287560585 |0.19502074688796683|0.0           |0.0125        |0.5483870967741935|
+----------+-----------------------------+-------------------+---------------------+-------------------+-------------------+--------------+--------------+------------------+
